MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
7,6,8,5,2,4,5,4,6,3,1,2,0,4,2,6,7,4,5,1,0.1712742474525027
1,7,3,4,5,5,7,5,5,6,5,4,6,2,7,5,7,5,7,3,0.32741508217513793
6,12,8,2,6,5,7,5,3,6,6,6,7,5,6,4,6,6,3,2,0.08629133521051913
5,4,5,6,5,1,9,6,2,4,0,5,3,9,6,5,3,6,8,8,0.274121073051581
6,5,6,6,2,6,4,11,3,3,3,3,12,3,5,6,3,7,5,8,0.22516081167105986
5,2,7,2,2,8,4,7,9,4,1,3,2,6,4,7,2,4,5,5,0.1471652188685735
5,1,3,7,4,2,2,6,10,6,5,3,6,4,11,3,2,3,5,8,0.35447989210371633
4,4,6,6,5,6,2,5,7,5,6,5,7,6,10,8,2,5,2,7,0.2211994840159075
8,4,5,4,12,3,4,5,4,7,7,5,8,8,7,4,5,4,8,6,0.2785379444409168
4,5,5,5,9,7,5,5,4,2,6,8,6,5,10,3,4,7,4,4,0.23151732981120438
8,5,5,4,4,7,6,3,7,6,5,7,1,7,5,4,3,1,5,7,0.3209223901441708
7,1,1,4,6,5,6,11,3,10,3,7,1,6,3,7,2,3,7,2,0.4113442999721119
3,2,10,9,5,3,2,2,9,3,7,4,7,4,7,12,4,6,3,3,0.28514270073107534
5,7,4,4,1,3,5,5,6,5,5,7,3,5,13,9,1,5,6,3,0.2545199083970127
4,3,4,8,4,7,6,7,5,9,4,5,3,2,4,4,6,6,1,6,0.4070686752373929
5,6,5,8,3,5,7,6,5,6,9,3,8,4,6,6,5,6,6,3,0.38144316879513634
5,3,2,8,4,4,9,4,7,4,6,12,5,4,6,4,4,6,5,6,0.3923866082179063
8,5,6,5,4,10,5,8,4,3,6,7,2,6,6,4,4,7,9,4,0.19940273160743496
4,3,9,8,5,7,7,5,1,4,4,4,3,12,3,5,5,6,4,7,0.30190709260254156
4,4,5,6,3,5,4,1,3,5,3,5,4,0,8,6,3,9,1,7,0.2402142214823484
5,4,4,5,3,8,9,3,2,4,4,4,3,5,5,8,3,4,5,2,0.20474747551899192
2,6,10,4,5,6,9,5,4,15,5,3,5,7,4,2,2,5,4,3,0.15963814116167901
6,2,3,5,3,3,0,2,2,6,6,3,9,4,6,2,5,4,5,6,0.2659207737518045
0,9,3,6,8,6,4,2,7,4,2,3,9,7,3,2,3,9,3,6,0.34668294340796435
5,8,0,4,7,4,5,3,2,5,5,5,2,3,5,3,4,5,6,3,0.3772051392674051
3,2,6,8,6,8,1,7,5,1,4,6,3,2,2,5,4,6,6,3,0.2901633036956682
7,4,4,2,2,6,7,7,9,4,5,3,8,4,2,5,4,4,4,6,0.2729900523032115
7,6,2,5,3,4,6,6,0,6,10,5,6,8,6,9,4,2,9,3,0.32284336729950075
11,4,4,3,3,6,3,5,3,8,8,4,5,2,8,6,4,6,5,6,0.43859872295168395
5,5,6,1,0,10,4,5,5,6,6,7,5,8,4,3,8,5,6,1,0.20655400163891746
8,1,3,5,5,6,6,6,5,7,6,5,2,7,7,4,8,6,5,5,0.26850009883669873
10,4,1,5,1,5,3,4,3,7,6,7,3,5,2,3,9,5,6,7,0.4933161405168673
1,2,4,5,6,6,6,5,1,5,4,7,3,5,5,4,2,6,2,4,0.23298506275235123
2,4,8,5,0,2,5,4,0,5,3,4,4,8,6,5,5,6,4,5,0.1961718448471522
6,5,5,6,5,4,7,5,8,2,8,6,4,2,2,4,2,4,4,6,0.2524844732407644
7,0,4,12,7,3,7,8,4,6,2,5,3,6,4,9,2,6,4,8,0.5323279340324026
6,3,2,10,6,3,8,5,3,3,2,0,8,6,2,2,7,6,2,8,0.4733906674792864
4,3,5,6,3,4,4,8,7,5,9,5,6,7,5,4,3,1,3,3,0.30519678143865553
9,5,8,5,7,5,3,2,3,3,9,4,4,4,6,8,5,3,3,6,0.3250652129700117
3,2,5,5,5,4,4,4,7,5,4,6,6,6,10,4,2,6,7,4,0.22480479007239584
7,5,7,6,3,7,5,3,1,8,4,7,2,5,9,10,4,5,2,3,0.25332286950306915
6,7,3,8,4,5,5,5,7,3,7,3,7,7,7,7,7,6,5,4,0.514377487302385
2,7,3,3,8,5,6,3,5,4,1,4,11,9,2,6,9,6,4,4,0.22080830188560202
6,8,2,4,5,4,3,6,1,3,7,6,5,4,4,8,4,5,5,5,0.3029042136574664
9,9,9,4,5,4,4,7,10,3,4,8,5,3,6,4,5,4,4,5,0.2249729445339164
3,4,6,3,7,5,4,6,5,4,5,4,5,3,5,6,8,6,2,11,0.1542888244257096
5,8,6,3,2,7,6,3,2,9,3,8,5,2,2,3,1,4,4,8,0.10769101728034909
8,4,9,1,5,4,6,7,6,9,4,5,5,7,5,2,5,8,5,2,0.14833654748088335
7,5,3,4,4,14,5,2,2,3,3,11,8,6,10,4,2,2,7,7,0.26122726212558117
3,3,4,2,7,4,3,2,5,3,10,4,2,5,4,4,1,6,13,4,0.2640587140805644
4,5,3,6,3,3,8,8,7,5,11,6,4,6,6,3,1,5,5,8,0.30981864755303606
4,6,6,4,6,6,1,5,9,3,4,4,1,9,4,6,5,2,3,6,0.21943820207589232
3,2,4,6,3,8,6,7,11,4,2,8,4,1,4,2,6,4,4,8,0.28459040244783945
3,5,2,10,5,8,4,4,3,5,2,2,4,4,3,3,4,4,5,3,0.549243519860538
5,3,6,2,2,4,1,5,1,4,10,4,8,7,4,6,7,3,5,7,0.16630609471647712
5,9,4,2,3,6,8,3,7,2,5,8,4,7,5,7,4,10,6,1,0.1928556503669711
8,11,6,5,7,3,10,8,7,2,10,4,2,5,8,5,10,3,7,1,0.33454311975240514
5,7,7,3,2,8,6,4,5,3,7,5,6,4,5,5,4,10,3,9,0.08380211807123632
7,2,3,4,3,4,2,4,8,3,5,8,5,3,6,7,6,8,3,6,0.2722527139825345
4,4,4,6,6,4,4,7,11,6,6,4,4,6,9,2,9,6,8,8,0.33677851040676143
3,4,5,5,3,6,6,6,11,5,5,5,5,5,11,2,7,4,4,9,0.30461243658513887
2,3,8,12,7,9,3,9,2,5,8,2,5,5,10,5,2,2,3,8,0.4658310450663502
2,6,8,5,6,5,1,7,6,1,9,3,3,2,1,5,2,7,0,6,0.17464004162253288
5,4,2,5,2,3,2,4,8,3,4,5,6,4,1,1,5,6,5,4,0.2588967994818029
5,2,6,2,6,5,6,0,7,4,3,3,7,5,2,2,7,10,1,9,0.24038832933129775
3,5,1,3,3,2,4,8,4,3,2,4,7,5,6,6,6,6,5,2,0.3937970392525775
1,3,12,8,9,12,5,11,6,1,8,4,7,4,6,3,3,5,6,7,0.314253077154215
9,5,3,6,3,5,3,6,2,4,4,4,4,4,9,5,6,7,12,3,0.4484402603822907
7,6,4,3,2,5,0,5,5,2,7,3,5,4,3,10,11,7,6,3,0.1960437309893549
6,5,5,7,7,5,4,0,3,3,5,3,5,2,3,4,7,3,4,3,0.28138493910911283
3,4,3,7,4,6,4,4,6,5,7,4,7,7,8,5,4,3,4,5,0.3947970476132257
8,5,3,5,9,4,3,8,6,8,3,6,5,9,3,3,3,8,3,3,0.25356989952618736
3,8,4,2,3,6,6,8,3,5,3,4,3,8,6,8,5,9,8,5,0.20513628945651655
2,4,3,5,5,3,3,6,7,7,4,5,4,3,8,4,4,2,6,2,0.2759835257651277
6,10,3,5,2,2,4,6,10,8,5,1,7,6,1,10,5,4,3,10,0.3591629392814832
3,5,5,4,9,6,3,9,4,5,7,6,6,3,1,3,8,2,7,4,0.1804879859537527
2,5,4,2,5,8,6,3,5,7,3,4,3,6,4,5,4,3,5,6,0.23829575055274513
8,3,5,4,5,6,6,7,5,4,4,1,4,5,9,5,8,4,5,7,0.2981773609464774
3,6,7,4,6,5,6,7,6,3,5,6,4,4,5,5,2,5,7,1,0.1823034590879102
4,2,6,4,3,2,3,5,3,3,6,7,4,4,10,3,5,5,4,4,0.22733887810013445
7,5,8,6,4,5,8,2,7,5,10,5,6,1,2,2,4,6,4,2,0.26985563757191067
7,3,8,10,4,8,5,3,2,8,2,7,4,4,4,5,2,6,5,7,0.3776869103073049
6,5,2,2,9,2,4,6,9,5,6,4,9,1,5,7,5,2,4,4,0.3626877129106384
3,6,5,2,5,7,10,6,8,10,4,6,2,2,6,1,7,3,3,6,0.18849148931396462
5,2,3,3,2,3,5,1,8,3,7,5,6,3,5,1,4,5,5,5,0.20676623756656035
2,6,10,4,7,5,7,9,9,1,9,4,4,5,4,5,1,1,2,5,0.15468940395670933
6,7,4,4,1,9,4,6,4,9,1,4,7,4,4,6,6,3,6,9,0.24724667807126727
6,3,4,10,6,9,11,5,1,6,6,2,4,5,2,3,5,4,1,5,0.46879391433939743
4,4,4,7,5,5,4,8,7,5,2,11,7,2,5,4,3,4,6,9,0.3223204112257861
3,6,4,3,6,5,3,7,2,3,5,4,4,6,3,9,5,7,3,6,0.30586518770572124
6,4,5,4,5,5,4,2,10,5,4,4,4,6,7,5,3,1,4,4,0.2048407341774376
9,5,4,7,2,9,6,2,3,9,0,1,4,1,3,4,4,8,6,6,0.5068399761108192
2,5,6,4,4,3,3,2,6,3,6,12,4,3,6,7,5,2,7,5,0.19578717975864204
4,7,4,4,4,4,4,6,3,5,7,7,4,5,2,5,4,4,6,2,0.3125970747680751
6,3,4,4,6,4,6,4,5,4,3,2,2,8,3,6,7,4,2,3,0.3291387295240034
4,8,8,3,3,8,6,6,5,6,3,6,2,7,7,5,4,4,2,4,0.20008883113858084
3,9,6,4,3,5,7,2,5,3,7,5,3,5,3,5,3,8,3,7,0.13174110295627411
9,5,5,6,3,6,5,3,4,5,5,2,7,3,4,5,10,4,9,9,0.3864286525480364
5,3,4,4,3,3,4,6,8,6,4,7,4,2,4,7,5,3,4,4,0.1996098825691319
3,4,3,1,4,4,6,5,6,7,2,7,7,8,3,6,3,5,2,3,0.1913548862903448
7,5,2,5,5,10,6,3,8,5,1,7,5,6,2,3,7,4,3,2,0.28686098197376964
4,6,1,4,7,2,5,6,8,7,6,5,5,3,9,6,8,4,3,7,0.30326389562510564
6,3,9,7,3,7,9,4,6,4,4,5,6,6,2,5,3,6,4,8,0.1937766025461589
9,5,6,8,6,2,4,5,4,1,6,5,4,9,2,7,1,7,5,5,0.43341060310039137
5,3,7,5,5,7,7,7,3,6,11,5,4,4,5,5,5,8,7,4,0.2224283194628875
4,3,2,8,2,8,2,3,6,2,3,2,7,4,6,7,0,5,7,4,0.3918530693000222
7,1,2,7,5,6,6,7,10,6,5,6,1,4,5,10,6,4,5,3,0.32877513022824567
9,6,6,4,4,7,6,4,1,3,11,4,6,4,6,5,7,6,7,7,0.2949737427672959
4,5,5,4,7,2,3,4,4,3,5,3,4,7,2,5,5,6,7,5,0.2707634751819524
2,6,5,3,4,8,5,4,5,9,7,7,3,4,10,0,9,2,7,2,0.19268215487176252
5,2,4,7,5,3,4,7,4,6,7,3,7,8,4,4,8,6,5,3,0.3851489710721381
2,4,4,5,6,7,3,10,6,1,4,8,3,4,4,2,6,6,10,6,0.20504760140170403
5,3,5,7,9,8,5,2,9,4,8,0,4,9,7,4,4,8,2,7,0.38341687505487215
8,9,5,4,4,7,5,7,6,8,7,5,2,5,7,1,7,3,2,4,0.29959858839807707
6,9,4,1,4,4,3,6,3,3,3,5,6,6,4,9,2,6,3,5,0.1303174821795639
6,2,9,1,3,5,9,2,4,2,7,10,7,5,0,4,5,6,6,5,0.08512344283156581
6,4,5,4,7,3,4,5,7,5,5,3,4,4,3,5,5,4,6,2,0.28844372289039283
3,2,9,9,3,1,7,3,5,3,8,4,5,12,6,4,4,6,5,9,0.3299401307829348
4,7,7,2,4,4,5,6,4,12,2,3,3,8,4,4,4,7,3,12,0.1614362926333583
9,6,4,6,2,3,7,7,7,3,2,5,7,5,7,8,4,5,8,3,0.42115602604552893
6,2,3,3,8,6,7,2,5,7,5,8,4,7,3,2,10,7,2,3,0.23235165562053495
6,7,2,6,3,9,5,6,8,2,4,5,4,8,4,6,3,2,6,3,0.31741725255852227
1,3,6,4,3,8,2,6,6,5,5,3,7,6,8,6,5,5,8,5,0.2456116135251852
6,2,7,5,4,5,5,3,2,4,8,2,4,6,5,6,4,3,8,3,0.3144090713185861
7,2,2,4,7,4,3,3,2,2,4,5,5,10,10,6,8,6,2,7,0.30981490683965335
5,6,1,2,6,4,4,4,8,7,5,9,6,3,3,2,4,7,4,3,0.35024532859917906
3,6,3,6,3,4,4,6,3,3,4,3,8,5,2,6,5,3,2,5,0.40170161631485896
8,3,10,5,5,4,3,9,5,7,2,1,1,4,6,4,2,6,6,3,0.292097383032889
5,3,5,5,5,5,5,6,3,7,2,4,8,4,3,6,4,7,7,3,0.22870845621462452
7,3,5,3,6,6,5,6,3,6,4,4,5,3,5,3,7,2,3,7,0.2171369888341869
8,4,6,3,2,3,4,8,9,3,5,4,3,3,1,3,3,4,4,6,0.18226254412505358
4,3,3,7,6,5,1,4,7,3,6,11,6,4,4,2,3,4,1,8,0.35635231528941647
7,3,7,3,6,6,4,1,6,9,8,3,3,3,6,5,3,7,4,10,0.2036900128924065
2,8,6,6,4,3,6,3,4,7,2,6,3,4,2,4,8,4,5,4,0.24447381019599362
4,3,2,5,7,3,6,1,6,3,7,3,6,10,7,2,3,6,6,4,0.4287167502459819
4,5,5,4,5,6,8,5,4,2,6,5,5,6,7,8,8,5,8,5,0.2723013634131791
8,4,10,7,7,8,4,5,8,4,3,8,5,3,3,6,8,3,7,2,0.2618571213402689
4,13,8,4,6,6,4,4,4,9,8,4,2,6,6,4,8,5,6,6,0.25895017314430163
10,8,6,6,4,4,3,2,5,6,7,6,4,9,0,3,5,3,0,5,0.355362349042453
7,3,5,5,3,2,6,6,5,7,10,2,6,7,3,6,6,6,4,10,0.2636038745362347
1,4,4,4,5,3,3,2,4,1,2,2,4,4,6,4,8,9,6,5,0.2569336474622441
7,3,7,5,2,5,6,9,6,4,8,3,6,6,1,8,4,7,5,4,0.20320339959733857
6,4,7,6,7,7,2,5,6,2,6,6,8,8,2,4,4,1,7,1,0.21199430025814003
1,5,1,6,6,7,4,7,3,7,5,6,1,6,6,9,4,7,8,6,0.42514200077103337
5,1,2,2,5,4,1,3,5,4,2,7,1,10,8,9,5,7,7,5,0.29277824430506905
8,4,4,5,5,8,13,4,4,9,10,8,6,4,6,4,5,1,7,4,0.2958626700378061
4,3,3,4,6,5,7,5,3,4,7,3,4,8,3,6,6,2,5,7,0.271894319419342
3,5,5,4,6,5,3,5,4,3,4,6,1,3,5,7,6,5,6,6,0.1618452845347182
4,5,8,7,7,6,5,6,6,4,5,4,4,7,8,1,3,6,9,4,0.2569030993117655
1,8,2,5,3,6,3,6,5,3,8,3,2,9,5,1,4,4,5,4,0.3679079840714611
4,7,6,6,7,5,4,3,10,5,4,5,5,9,6,8,5,6,4,6,0.26700740731589884
3,11,2,2,4,2,5,7,4,6,7,2,7,3,4,6,5,6,4,4,0.30151613542160366
4,6,3,6,3,3,3,3,5,4,3,10,4,3,8,5,6,7,7,4,0.3630910349780319
5,5,3,3,4,7,9,1,5,5,2,10,5,6,9,6,9,9,6,6,0.23801273730237368
5,6,6,5,4,5,5,6,5,5,2,5,3,3,8,8,5,9,6,4,0.2503652739620055
7,8,5,2,7,5,6,3,7,5,6,5,5,6,8,4,5,11,8,6,0.1913803948954128
7,5,8,6,6,4,3,2,6,3,5,6,5,2,6,3,3,7,7,12,0.18937315900438
3,3,5,3,2,4,4,4,9,5,7,3,10,6,6,8,4,5,5,4,0.21410511879534166
5,6,6,6,7,2,5,1,2,5,4,6,5,5,7,1,3,2,7,3,0.259667372831106
2,9,6,4,6,6,5,3,7,4,7,3,1,11,4,11,7,4,5,3,0.2420669482319467
4,2,6,4,2,3,6,8,2,7,4,2,3,2,5,8,4,7,2,4,0.19979254025380766
6,6,7,4,2,7,6,8,9,1,6,4,6,4,5,6,2,3,9,5,0.19304332471978916
8,6,3,9,2,7,8,7,8,2,4,4,2,7,9,4,5,3,10,6,0.4998810860915249
8,6,6,10,8,6,5,3,8,3,5,4,5,6,8,2,6,6,7,7,0.4797012877059393
8,8,2,3,3,6,6,6,4,2,3,7,6,6,3,6,3,3,2,1,0.28236110711749046
6,6,2,6,1,3,2,5,6,4,7,2,6,5,7,3,6,3,5,7,0.42252822375249427
5,6,3,3,3,5,3,1,4,7,2,10,4,4,2,5,6,5,7,3,0.2119696699308915
7,9,3,4,3,3,6,8,8,3,7,5,2,7,5,1,6,5,10,5,0.3249017724281319
4,4,1,6,3,4,7,5,4,5,4,3,7,5,7,3,6,1,5,6,0.4523300897245588
5,0,7,4,3,6,7,5,5,8,3,10,4,8,9,3,6,3,1,5,0.2347077688173112
4,5,7,8,6,4,4,5,6,5,6,5,2,2,7,11,5,3,5,0,0.3122772631400466
4,4,2,6,4,7,6,8,8,16,11,5,9,7,6,2,2,3,5,3,0.40218572604275155
6,5,2,3,8,2,4,2,5,4,4,8,3,9,3,1,6,7,7,6,0.25971984991896807
3,7,5,5,5,4,0,6,3,5,5,6,5,6,4,6,2,7,3,5,0.20604557484432898
7,2,2,3,4,1,3,6,6,5,3,2,7,4,8,4,4,9,7,2,0.31739335619817705
4,2,6,4,2,4,7,3,3,2,7,1,4,7,8,3,6,4,4,3,0.2512051596071491
4,3,3,4,5,2,6,5,6,5,5,2,10,5,8,3,2,7,3,7,0.3671856999943246
2,11,4,5,7,2,2,8,2,3,0,5,4,4,2,5,4,4,10,0,0.2535757711795937
5,3,7,6,5,6,10,1,6,4,3,6,7,8,6,5,3,3,7,3,0.22135317386247186
3,3,4,8,8,6,7,13,2,5,8,4,4,7,2,4,9,6,3,3,0.44878576531983655
6,3,8,2,5,1,4,6,4,6,4,1,5,6,5,4,8,6,6,5,0.1376840905003873
4,6,4,8,9,4,4,8,5,7,3,4,4,4,4,4,2,10,4,3,0.41184306840043267
7,4,4,5,7,6,4,8,2,5,4,1,2,7,6,7,7,5,3,4,0.32982798982493616
5,6,2,7,7,1,5,6,5,3,8,2,5,5,5,4,9,5,4,5,0.37896632648846595
8,4,6,6,3,4,5,2,10,3,6,5,5,0,3,8,3,5,2,10,0.20857909654569928
5,5,3,8,4,3,6,4,2,1,3,3,10,7,4,4,7,3,9,7,0.47224613741170757
4,3,4,2,6,4,3,6,3,5,5,3,4,2,3,5,7,6,6,10,0.1519509109798245
6,2,3,1,3,3,4,4,9,7,8,6,4,7,3,6,3,5,5,6,0.24925650852390868
5,2,3,5,7,6,5,2,7,4,7,5,3,6,5,7,8,2,5,2,0.29037019030692857
9,6,5,7,5,8,8,6,11,6,2,6,12,8,6,3,9,7,4,7,0.3440284588536927
5,3,1,5,4,6,5,8,2,7,4,6,9,0,6,9,8,5,5,5,0.40428849435422104
2,4,5,3,9,6,4,5,7,4,4,7,5,5,4,8,1,4,9,6,0.12121863681806046
6,3,5,7,3,1,6,3,3,1,3,5,13,4,2,3,4,1,12,4,0.2789945328870639
6,5,3,5,1,6,3,5,5,5,4,2,5,4,6,4,5,1,2,11,0.29346203142984206
4,8,3,6,12,2,5,6,2,9,2,2,2,5,7,4,3,5,3,9,0.36878968425200936
5,4,2,5,4,5,8,8,7,7,3,5,0,7,7,6,5,4,7,3,0.325709912883299
3,8,9,5,7,5,5,3,2,1,3,2,6,3,4,4,3,9,4,8,0.19309914274282355
8,4,5,4,5,5,4,5,7,10,3,3,7,6,5,4,1,8,5,7,0.24625309712300433
6,1,4,4,4,4,4,7,8,2,4,5,2,5,7,3,5,7,1,0,0.19264673414954345
3,3,9,4,7,3,3,6,3,6,5,3,13,4,8,4,10,4,6,6,0.22314608718086645
7,4,5,5,6,2,3,5,3,7,9,5,5,6,6,6,8,7,5,1,0.26406929521444056
8,6,4,4,7,5,7,2,3,3,7,6,10,2,3,5,4,4,5,6,0.26602291112796045
8,5,3,8,8,3,7,5,5,4,5,6,3,6,5,3,5,5,2,2,0.42669441269436204
4,8,6,10,2,6,2,6,5,3,5,5,2,5,8,5,4,4,6,4,0.3780546517037469
2,3,6,5,5,6,3,4,5,4,3,3,5,6,8,2,5,5,3,8,0.2997939212503577
2,2,6,7,4,3,5,8,5,9,3,8,2,8,4,2,6,8,3,7,0.30474579270847785
4,6,8,7,3,5,4,11,3,3,3,2,4,4,8,6,2,5,6,5,0.26872010566230403
6,3,2,8,5,6,6,2,5,5,4,6,2,6,7,9,4,5,5,6,0.37859895449762354
7,7,5,4,8,6,4,7,4,5,2,9,3,4,7,2,3,3,5,4,0.23593100750890275
3,1,4,4,5,7,6,10,3,6,6,7,0,4,5,6,4,2,4,3,0.3057921643918506
7,6,6,5,3,3,5,1,6,9,5,2,3,1,9,2,7,10,4,9,0.31230202609790164
7,2,4,4,6,6,6,3,5,3,1,3,6,7,3,2,2,2,2,3,0.24125537970151428
3,6,11,5,4,7,6,5,2,8,5,7,9,3,3,7,4,5,2,5,0.1486121450603945
5,2,2,0,3,4,4,5,2,10,3,3,4,7,2,6,6,7,5,3,0.25689988166492794
5,3,0,6,3,3,9,6,4,7,7,7,1,6,4,3,4,3,6,4,0.4900231092947145
6,5,3,3,3,4,3,4,3,3,3,6,4,2,5,3,2,5,6,3,0.24792501980603318
5,0,6,4,6,5,7,4,7,1,4,7,7,4,3,5,3,3,4,6,0.17097282112543233
2,5,6,6,4,3,5,5,4,2,9,4,8,3,1,5,5,5,8,0,0.26041238693825464
4,6,3,3,5,7,8,4,3,10,2,7,6,4,3,7,3,7,6,3,0.2239851411698284
5,6,5,6,10,6,5,5,9,2,4,6,2,5,3,7,3,4,2,4,0.26278634790572825
5,3,3,7,4,5,9,4,2,5,6,3,8,6,5,2,6,3,5,6,0.42083398629388097
1,5,4,5,9,3,4,4,10,9,10,1,4,7,5,5,8,8,3,4,0.31330023365913773
5,7,5,4,6,4,8,10,7,6,4,2,3,6,3,2,4,3,6,3,0.26232142650835016
5,6,8,7,6,6,6,5,2,4,5,10,3,6,5,6,4,8,7,1,0.26146824778602606
3,4,4,4,6,3,6,3,7,2,5,10,5,7,3,6,4,3,6,4,0.2859509116816123
7,5,7,4,3,3,3,4,1,5,4,2,3,5,5,7,4,6,8,7,0.20501413085031384
5,7,1,8,2,5,6,9,4,5,6,5,4,5,7,1,5,3,6,6,0.494424821922981
4,5,0,5,7,2,4,9,6,7,4,5,5,8,3,9,4,7,8,6,0.4762298324980303
5,5,6,3,6,2,6,7,5,3,8,3,5,7,4,4,8,2,2,2,0.19364177566046864
5,10,4,2,5,6,6,4,5,3,5,5,9,3,2,4,2,3,4,4,0.24055698295407585
3,5,7,7,3,2,7,5,3,8,6,4,2,6,3,6,4,4,5,4,0.24058347725753879
8,7,5,3,6,2,8,3,6,7,2,4,5,10,3,5,12,5,5,6,0.20648404629626219
6,3,1,3,6,3,4,4,4,2,1,7,2,4,7,4,8,2,3,5,0.36871006818601026
5,2,3,6,7,4,7,7,3,4,4,4,3,9,3,4,7,5,3,5,0.41907128523460413
3,2,8,7,3,3,7,2,3,4,6,7,6,5,9,2,2,2,5,7,0.21037325587318775
6,3,0,3,5,6,5,1,7,6,7,6,5,5,2,9,3,3,3,4,0.46657622377519015
7,4,4,4,4,5,4,5,6,3,6,4,6,5,4,7,6,6,6,5,0.29344342911968047
10,7,5,8,7,3,4,1,4,7,2,4,5,7,2,12,7,3,6,6,0.49324653436651766
6,3,5,4,5,5,13,7,14,3,2,4,4,3,6,10,4,6,7,4,0.25109271399242467
5,9,4,6,5,7,2,5,5,2,3,4,5,6,7,5,2,4,2,4,0.3453162319056879
2,4,5,4,4,6,2,3,7,2,5,7,3,4,4,3,3,3,4,1,0.31260583804268105
5,1,8,3,6,3,3,3,2,6,5,3,8,4,3,6,2,7,2,4,0.21430134577140714
2,3,6,5,3,3,8,5,8,4,4,8,5,5,2,8,11,2,5,4,0.23998718962718593
8,9,4,4,3,2,5,4,7,2,4,8,5,7,7,3,8,3,4,8,0.28000690904984843
3,5,5,7,7,4,8,1,6,5,6,5,3,5,8,5,3,2,4,2,0.3189034848765765
4,4,2,5,6,4,3,4,6,6,4,7,7,5,8,5,4,5,2,3,0.2618808435210987
7,8,10,8,5,9,5,4,3,5,6,6,4,5,5,4,10,5,5,9,0.20008048043756893
5,7,5,3,5,2,1,9,8,4,4,7,6,5,11,3,4,9,3,3,0.18761467552027572
4,4,4,3,7,3,3,6,4,3,2,6,11,7,5,6,5,6,8,5,0.21211166314775823
5,5,7,5,5,3,4,2,5,4,7,3,2,4,6,5,7,5,3,6,0.2895755431633477
1,3,3,4,6,7,6,5,3,3,12,3,6,4,6,7,1,6,8,6,0.379094602393397
5,3,3,5,4,5,9,8,4,3,6,7,2,9,4,4,2,4,5,9,0.2812329626771391
7,4,4,4,3,5,4,6,5,9,4,2,4,4,4,4,5,6,5,5,0.24194633209796865
2,8,10,4,5,4,3,4,3,8,2,7,5,4,3,5,3,2,6,8,0.06526182567340036
5,5,4,3,2,5,3,0,4,5,4,3,4,7,1,4,3,3,7,6,0.25648122010345425
4,5,6,5,5,3,5,6,7,4,5,6,7,10,7,3,5,6,3,3,0.1868783235163999
2,5,5,1,3,5,2,8,5,2,9,7,11,5,5,3,6,8,7,3,0.18902592718161487
5,5,2,1,8,7,5,6,5,7,5,6,3,11,2,3,7,7,2,7,0.25612116949900343
4,1,7,4,6,4,4,9,4,6,5,5,5,5,7,3,4,9,5,1,0.1404567572150284
4,9,5,9,5,1,4,6,4,4,5,9,4,7,5,1,6,5,5,2,0.3830270960408665
2,4,8,4,2,8,3,2,3,7,0,2,7,4,1,2,7,7,3,6,0.23538095239373133
6,1,6,4,4,4,8,5,9,7,6,5,8,4,3,5,4,4,5,3,0.25941318296645055
4,3,4,6,1,2,4,4,5,4,3,5,9,3,6,6,2,1,3,8,0.2384728153738047
2,5,3,4,2,1,2,2,7,6,6,5,3,3,5,3,8,3,5,6,0.3585710858805207
4,7,4,3,1,6,4,5,2,6,7,8,4,6,7,7,9,3,5,9,0.18202013631810135
4,5,2,8,6,6,1,8,10,6,3,4,4,4,3,1,7,2,6,10,0.4416098951670255
4,3,3,4,6,5,7,8,6,2,7,2,7,8,6,6,7,5,7,4,0.30512025770642515
7,3,1,4,0,5,4,5,2,3,4,6,6,7,11,5,7,4,4,6,0.393168550060932
5,1,5,5,4,2,1,7,8,5,5,6,8,3,4,3,2,5,1,5,0.23292956186861297
5,7,5,7,8,4,9,4,7,5,10,2,8,3,3,9,5,3,12,4,0.26479944596034843
4,3,5,6,1,4,2,7,6,6,7,1,4,7,9,8,8,0,9,4,0.3793112273224451
6,7,2,2,10,1,4,4,7,3,9,3,4,3,3,3,4,3,9,6,0.360394948756039
6,7,8,3,5,5,5,5,8,4,8,5,6,2,9,4,3,8,4,4,0.12952289843483533
6,6,1,2,6,4,6,7,7,8,5,7,2,1,8,5,8,2,5,5,0.28081105162717096
8,5,3,3,4,3,4,5,5,9,3,2,4,6,8,5,5,7,7,4,0.3330110254590855
2,6,4,2,3,5,4,7,6,5,7,7,4,6,8,5,5,8,6,6,0.2613981781836727
3,9,6,3,3,9,6,3,6,5,5,6,4,4,7,6,3,10,9,4,0.16268315788049284
4,8,4,6,1,5,4,4,4,3,2,6,4,6,4,10,4,6,4,6,0.28420640754891774
5,3,7,0,5,6,2,4,1,8,3,3,7,5,9,7,5,6,3,4,0.1625415403196563
3,8,5,4,10,2,6,4,3,4,3,1,5,5,3,2,5,9,7,2,0.18445879346085245
4,2,3,5,5,5,8,3,5,6,1,6,7,2,6,4,4,1,5,5,0.302762607020726
6,2,5,5,8,5,2,5,7,6,6,5,4,6,3,5,4,5,3,5,0.24408966247133382
